paper_id,dimension,risk
paper_164,treatment_definition_sutva,high
paper_164,control_group,high
paper_164,specification,medium
paper_164,inference,high
paper_164,sample_period,high
paper_164,concurrent_policies,high
paper_164,robustness_placebo,high
paper_164,data_measurement,medium
paper_165,parallel_trends,unknown
paper_165,no_anticipation,unknown
paper_165,treatment_timing,unknown
paper_165,treatment_definition_sutva,unknown
paper_165,control_group,unknown
paper_165,specification,low
paper_165,inference,unknown
paper_165,sample_period,high
paper_165,concurrent_policies,high
paper_165,robustness_placebo,high
paper_165,data_measurement,medium
